,rank,title,total_ratings,installs_in_millions,average_rating,growth_30_days,growth_60_days,price,category,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent,paid
296,97,Tank Hero,438162,10.0,4,0.1,0.1,0.0,GAME ARCADE,309059,54390,26775,10700,37236,70.54,12.41,6.11,2.44,8.5,False
297,98,Nyan Cat: Lost In Space,429256,10.0,4,0.3,0.6,0.0,GAME ARCADE,318853,42785,22872,11416,33328,74.28,9.97,5.33,2.66,7.76,False
298,99,Stack,426000,50.0,4,0.1,0.2,0.0,GAME ARCADE,255915,70110,42076,15851,42046,60.07,16.46,9.88,3.72,9.87,False
299,100,Paper.io,418663,10.0,3,0.3,0.6,0.0,GAME ARCADE,218936,46999,31975,20348,100402,52.29,11.23,7.64,4.86,23.98,False
300,1,Ludo King™,7512316,500.0,4,4.0,6.5,0.0,GAME BOARD,5291589,773193,369290,204053,874188,70.44,10.29,4.92,2.72,11.64,False
301,2,Happy Color™ – Color by Number. Coloring games.,2516777,100.0,4,250.5,2.9,0.0,GAME BOARD,1927153,358243,109137,38480,83762,76.57,14.23,4.34,1.53,3.33,False
302,3,101 Yüzbir Okey Plus,2430531,10.0,4,0.2,0.5,0.0,GAME BOARD,1763377,127289,78458,41427,419978,72.55,5.24,3.23,1.7,17.28,False
303,4,Parchisi STAR Online,2131083,50.0,4,1.5,3.2,0.0,GAME BOARD,1587565,176498,89205,46088,231725,74.5,8.28,4.19,2.16,10.87,False
304,5,모두의마블,1590460,10.0,3,0.0,0.0,0.0,GAME BOARD,664388,137875,140391,88652,559151,41.77,8.67,8.83,5.57,35.16,False
305,6,Chess,1578022,100.0,4,1.9,4.0,0.0,GAME BOARD,1097787,214381,99477,41236,125138,69.57,13.59,6.3,2.61,7.93,False
306,7,Paint By Number - Coloring Book & Color by Number,1283404,100.0,4,528.5,5.2,0.0,GAME BOARD,995139,130393,56747,27061,74062,77.54,10.16,4.42,2.11,5.77,False
307,8,Ludo Club - Fun Dice Game,1273770,100.0,4,2.6,5.1,0.0,GAME BOARD,929697,113906,53688,29740,146737,72.99,8.94,4.21,2.33,11.52,False
308,9,Okey Plus,1245352,10.0,4,0.1,0.2,0.0,GAME BOARD,963785,69907,41197,17092,153370,77.39,5.61,3.31,1.37,12.32,False
309,10,Dominoes,1062798,50.0,4,2.8,6.2,0.0,GAME BOARD,829950,139476,35263,14426,43680,78.09,13.12,3.32,1.36,4.11,False
310,11,Bingo Blitz™️ - Bingo Games,788064,10.0,4,1.8,3.9,0.0,GAME BOARD,604370,104216,34581,14116,30778,76.69,13.22,4.39,1.79,3.91,False
311,12,Ludo STAR,769196,10.0,4,2.1,4.5,0.0,GAME BOARD,597616,56899,32850,14912,66917,77.69,7.4,4.27,1.94,8.7,False
312,13,Chess - Play and Learn,615530,10.0,4,7.8,15.8,0.0,GAME BOARD,493766,68026,19325,7219,27192,80.22,11.05,3.14,1.17,4.42,False
313,14,Bingo Showdown Free Bingo Games – Bingo Live Game,598584,5.0,4,0.2,0.4,0.0,GAME BOARD,481850,54404,28767,10827,22734,80.5,9.09,4.81,1.81,3.8,False
314,15,Ludo Star 2,597656,10.0,4,2.8,5.5,0.0,GAME BOARD,416103,46952,33058,18737,82805,69.62,7.86,5.53,3.14,13.85,False
315,16,Çanak Okey Plus,575124,10.0,4,0.4,0.8,0.0,GAME BOARD,445724,24956,15105,8122,81214,77.5,4.34,2.63,1.41,14.12,False
316,17,Okey,567662,10.0,4,0.2,0.4,0.0,GAME BOARD,460779,36966,21660,10130,38125,81.17,6.51,3.82,1.78,6.72,False
317,18,Checkers,554532,100.0,4,1.4,3.0,0.0,GAME BOARD,371827,69515,37892,18726,56569,67.05,12.54,6.83,3.38,10.2,False
318,19,1LINE – One Line with One Touch,482155,50.0,4,0.8,1.9,0.0,GAME BOARD,350353,50622,27688,14084,39405,72.66,10.5,5.74,2.92,8.17,False
319,20,BINGO!,470850,10.0,4,0.3,0.7,0.0,GAME BOARD,396719,31773,15341,6226,20788,84.26,6.75,3.26,1.32,4.42,False
320,21,LANDLORD TYCOON Business Management Investing Game,467655,5.0,4,0.4,0.8,0.0,GAME BOARD,339411,65520,18573,8821,35327,72.58,14.01,3.97,1.89,7.55,False
321,22,Backgammon Plus,466525,5.0,3,2212.2,0.2,0.0,GAME BOARD,271493,22728,15722,8505,148075,58.19,4.87,3.37,1.82,31.74,False
322,23,Bingo Bash featuring MONOPOLY: Live Bingo Games,447613,10.0,4,0.0,0.0,0.0,GAME BOARD,344284,45999,23309,12179,21840,76.92,10.28,5.21,2.72,4.88,False
323,24,Real Chess,404907,10.0,4,0.5,0.9,0.0,GAME BOARD,257543,65328,27088,11958,42987,63.61,16.13,6.69,2.95,10.62,False
324,25,Chess Free,402345,50.0,4,0.0,0.0,0.0,GAME BOARD,281427,84152,18717,4956,13091,69.95,20.92,4.65,1.23,3.25,False
325,26,Mahjong Epic,391135,5.0,4,0.1,0.3,0.0,GAME BOARD,277978,88322,18138,2358,4337,71.07,22.58,4.64,0.6,1.11,False
326,27,Tic Tac Toe,356365,50.0,4,0.1,0.3,0.0,GAME BOARD,243769,40684,24296,11208,36405,68.4,11.42,6.82,3.15,10.22,False
327,28,Dominos Online Jogatina: Dominoes Game Free,353244,10.0,4,0.8,1.6,0.0,GAME BOARD,232140,57146,27330,9795,26830,65.72,16.18,7.74,2.77,7.6,False
328,29,Backgammon Free,351361,10.0,4,0.2,0.5,0.0,GAME BOARD,232675,65416,21279,8961,23027,66.22,18.62,6.06,2.55,6.55,False
329,30,Mahjong City Tours: Free Mahjong Classic Game,335347,5.0,4,2.6,5.0,0.0,GAME BOARD,288443,26221,7586,3620,9475,86.01,7.82,2.26,1.08,2.83,False
330,31,Bingo Party - Free Classic Bingo Games Online,313765,5.0,4,0.7,1.3,0.0,GAME BOARD,247479,34766,16068,5498,9951,78.87,11.08,5.12,1.75,3.17,False
331,32,Rento - Dice Board Game Online,312477,10.0,4,0.4,0.9,0.0,GAME BOARD,181755,52704,24745,11079,42191,58.17,16.87,7.92,3.55,13.5,False
332,33,Snakes & Ladders King,303060,50.0,3,0.1,0.3,0.0,GAME BOARD,189271,25883,21636,13961,52307,62.45,8.54,7.14,4.61,17.26,False
