,rank,title,total_ratings,installs_in_millions,average_rating,growth_30_days,growth_60_days,price,category,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent,paid
1453,28,Mafia City,990104,50.0,4,2.2,4.3,0.0,GAME STRATEGY,678367,108437,40951,23586,138761,68.51,10.95,4.14,2.38,14.01,False
1454,29,Forge of Empires: Build your City,981368,10.0,4,0.7,1.4,0.0,GAME STRATEGY,661812,170284,55103,24310,69855,67.44,17.35,5.61,2.48,7.12,False
1455,30,King of Avalon: Dominion,929429,50.0,4,2.5,6.0,0.0,GAME STRATEGY,613067,155707,66444,21163,73046,65.96,16.75,7.15,2.28,7.86,False
1456,31,aa,905021,50.0,4,0.0,0.0,0.0,GAME STRATEGY,608721,105113,66943,23677,100565,67.26,11.61,7.4,2.62,11.11,False
1457,32,Mobile Strike,897313,50.0,3,0.2,0.4,0.0,GAME STRATEGY,491163,71390,71929,34966,227863,54.74,7.96,8.02,3.9,25.39,False
1458,33,Bloons TD Battles,896950,10.0,4,0.4,0.7,0.0,GAME STRATEGY,614582,116548,53505,23239,89073,68.52,12.99,5.97,2.59,9.93,False
1459,34,Last Empire - War Z: Strategy,874080,50.0,4,0.0,0.0,0.0,GAME STRATEGY,555162,84313,59108,29384,146111,63.51,9.65,6.76,3.36,16.72,False
1460,35,Alien Creeps TD - Epic tower defense,853029,10.0,4,0.2,0.4,0.0,GAME STRATEGY,587382,144144,56887,19392,45222,68.86,16.9,6.67,2.27,5.3,False
1461,36,Vainglory,830008,10.0,3,0.0,0.0,0.0,GAME STRATEGY,464657,63877,52953,38624,209896,55.98,7.7,6.38,4.65,25.29,False
1462,37,Jungle Heat: War of Clans,828238,10.0,4,0.0,0.0,0.0,GAME STRATEGY,577865,84762,49003,21305,95300,69.77,10.23,5.92,2.57,11.51,False
1463,38,The Walking Dead No Man's Land,796172,10.0,4,0.3,0.8,0.0,GAME STRATEGY,583685,128382,39518,12969,31616,73.31,16.12,4.96,1.63,3.97,False
1464,39,Art of War: Legions,780016,10.0,4,1.4,3.1,0.0,GAME STRATEGY,603243,59946,33610,18683,64532,77.34,7.69,4.31,2.4,8.27,False
1465,40,DomiNations,762869,10.0,4,0.6,0.7,0.0,GAME STRATEGY,466955,107353,49516,27844,111198,61.21,14.07,6.49,3.65,14.58,False
1466,41,World at Arms,757664,10.0,4,0.1,0.1,0.0,GAME STRATEGY,472981,111421,60179,22066,91014,62.43,14.71,7.94,2.91,12.01,False
1467,42,Heroes of Order & Chaos,722453,10.0,3,0.0,0.1,0.0,GAME STRATEGY,351940,72277,81782,35723,180728,48.71,10.0,11.32,4.94,25.02,False
1468,43,METAL SLUG DEFENSE,696205,10.0,4,0.0,0.1,0.0,GAME STRATEGY,435793,80415,54019,22820,103155,62.6,11.55,7.76,3.28,14.82,False
1469,44,Army Men Strike - Military Strategy Simulator,676749,10.0,4,0.3,0.6,0.0,GAME STRATEGY,422859,100905,53376,21444,78163,62.48,14.91,7.89,3.17,11.55,False
1470,45,Toilet Time: Boredom killer Fun Mini Games to Play,635321,10.0,4,0.1,0.2,0.0,GAME STRATEGY,433140,77119,45368,18233,61458,68.18,12.14,7.14,2.87,9.67,False
1471,46,Castle Clash: Dominio del Reino,602797,5.0,4,0.1,0.2,0.0,GAME STRATEGY,433538,59595,35035,13775,60851,71.92,9.89,5.81,2.29,10.09,False
1472,47,Final Fantasy XV: A New Empire,569186,10.0,3,0.0,0.0,0.0,GAME STRATEGY,304445,59056,36586,24957,144139,53.49,10.38,6.43,4.38,25.32,False
1473,48,Dead Ahead: Zombie Warfare,568510,5.0,4,0.5,0.9,0.0,GAME STRATEGY,392543,103364,34155,12562,25883,69.05,18.18,6.01,2.21,4.55,False
1474,49,Lapse: A Forgotten Future,562637,10.0,4,0.5,1.1,0.0,GAME STRATEGY,434058,81401,22158,8120,16898,77.15,14.47,3.94,1.44,3.0,False
1475,50,Heroes Evolved,544851,10.0,3,0.3,0.6,0.0,GAME STRATEGY,292552,45804,41854,27186,137452,53.69,8.41,7.68,4.99,25.23,False
1476,51,Dawn of Titans: War Strategy RPG,524835,5.0,4,0.1,0.2,0.0,GAME STRATEGY,341458,71787,26215,12587,72786,65.06,13.68,4.99,2.4,13.87,False
1477,52,Toy Defence 2 — Tower Defense game,501511,10.0,4,0.4,0.8,0.0,GAME STRATEGY,320724,112757,39353,9751,18924,63.95,22.48,7.85,1.94,3.77,False
1478,53,2020: My Country,496584,5.0,4,0.2,0.4,0.0,GAME STRATEGY,335371,87414,43397,10356,20044,67.54,17.6,8.74,2.09,4.04,False
1479,54,Random Dice: PvP Defense,495783,5.0,4,1.9,3.6,0.0,GAME STRATEGY,316232,65590,33735,15012,65212,63.78,13.23,6.8,3.03,13.15,False
1480,55,South Park: Phone Destroyer™ - Battle Card Game,494150,10.0,4,0.6,1.3,0.0,GAME STRATEGY,362231,60537,23406,12899,35075,73.3,12.25,4.74,2.61,7.1,False
1481,56,Castle Clash: King's Castle DE,486733,5.0,4,0.1,0.2,0.0,GAME STRATEGY,340025,50808,29083,12367,54448,69.86,10.44,5.98,2.54,11.19,False
1482,57,Clash of Lords: Guild Castle,485836,5.0,4,0.0,0.0,0.0,GAME STRATEGY,383318,46683,22748,7652,25432,78.9,9.61,4.68,1.58,5.23,False
1483,58,Empires and Allies,457050,10.0,4,0.2,0.4,0.0,GAME STRATEGY,314731,62310,26605,11998,41403,68.86,13.63,5.82,2.63,9.06,False
1484,59,Mini Warriors,447416,5.0,4,0.0,0.0,0.0,GAME STRATEGY,300485,52687,22901,11410,59931,67.16,11.78,5.12,2.55,13.39,False
1485,60,Invasion: Modern Empire,422883,10.0,4,0.1,0.3,0.0,GAME STRATEGY,294392,36040,18450,9900,64100,69.62,8.52,4.36,2.34,15.16,False
1486,61,Tentacle Wars ™,421429,1.0,4,0.2,0.7,0.0,GAME STRATEGY,251910,93594,43204,11421,21298,59.78,22.21,10.25,2.71,5.05,False
1487,62,Realm Defense: Epic Tower Defense Strategy Game,420713,5.0,4,0.3,0.7,0.0,GAME STRATEGY,322394,53126,16505,8143,20542,76.63,12.63,3.92,1.94,4.88,False
1488,63,Reactor ☢️ - Idle Manager- Energy Sector Tycoon,419861,5.0,4,3.1,5.9,0.0,GAME STRATEGY,311407,63346,24981,7050,13074,74.17,15.09,5.95,1.68,3.11,False
1489,64,My Virtual Pet Shop: Take Care of Pets & Animals🐶,411981,10.0,4,997.8,2.2,0.0,GAME STRATEGY,322419,39157,18834,8957,22612,78.26,9.5,4.57,2.17,5.49,False
1490,65,Gods of Olympus,410590,1.0,4,1.2,2.3,0.0,GAME STRATEGY,296444,71858,22980,5513,13792,72.2,17.5,5.6,1.34,3.36,False
1491,66,Disney Heroes: Battle Mode,403144,10.0,4,0.8,1.5,0.0,GAME STRATEGY,276595,47615,22779,12123,44030,68.61,11.81,5.65,3.01,10.92,False
1492,67,Deep Town: Mining Factory,399706,5.0,4,0.9,1.8,0.0,GAME STRATEGY,312504,38206,18255,10389,20349,78.18,9.56,4.57,2.6,5.09,False
1493,68,War and Order,398705,10.0,4,1.7,3.2,0.0,GAME STRATEGY,246663,68774,30684,11394,41188,61.87,17.25,7.7,2.86,10.33,False
1494,69,Survival Arena,398659,1.0,4,0.0,0.0,0.0,GAME STRATEGY,235304,104269,43047,6038,9998,59.02,26.16,10.8,1.51,2.51,False
1495,70,Virtual City® Playground: Building Tycoon,389030,5.0,4,0.1,0.2,0.0,GAME STRATEGY,252459,76356,37873,8746,13594,64.89,19.63,9.74,2.25,3.49,False
1496,71,Castle Clash : Guild Royale,386714,5.0,4,0.1,0.2,0.0,GAME STRATEGY,273466,47670,23645,8428,33503,70.72,12.33,6.11,2.18,8.66,False
1497,72,Clash of Lords 2: Битва Легенд,384682,1.0,4,0.0,0.0,0.0,GAME STRATEGY,318938,29917,10238,4649,20937,82.91,7.78,2.66,1.21,5.44,False
1498,73,Top War: Battle Game,369562,10.0,4,8.4,1019.6,0.0,GAME STRATEGY,289130,24934,10808,7421,37267,78.24,6.75,2.92,2.01,10.08,False
1499,74,Empire Z: Endless War,366186,5.0,3,0.1,0.3,0.0,GAME STRATEGY,198511,55685,35432,18508,58047,54.21,15.21,9.68,5.05,15.85,False
1500,75,Warlings: Armageddon,362447,10.0,4,0.4,1.0,0.0,GAME STRATEGY,244893,44617,27630,11580,33724,67.57,12.31,7.62,3.19,9.3,False
1501,76,Age of Z Origins,360216,10.0,4,1.5,6.0,0.0,GAME STRATEGY,247952,47567,23604,9260,31830,68.83,13.21,6.55,2.57,8.84,False
1502,77,انتقام السلاطين,347182,10.0,3,1.1,2.3,0.0,GAME STRATEGY,231474,20632,16026,8993,70055,66.67,5.94,4.62,2.59,20.18,False
1503,78,Total Conquest,346748,10.0,3,0.3,0.6,0.0,GAME STRATEGY,206791,30098,24620,15284,69953,59.64,8.68,7.1,4.41,20.17,False
1504,79,Chess Live,340261,10.0,4,0.1,0.1,0.0,GAME STRATEGY,220141,42941,24403,10283,42491,64.7,12.62,7.17,3.02,12.49,False
1505,80,Onmyoji Arena,338283,5.0,4,0.5,1.1,0.0,GAME STRATEGY,231892,42256,19681,10169,34282,68.55,12.49,5.82,3.01,10.13,False
1506,81,Narcos: Cartel Wars. Build an Empire with Strategy,333150,10.0,4,0.4,0.8,0.0,GAME STRATEGY,260113,26447,13258,7791,25539,78.08,7.94,3.98,2.34,7.67,False
1507,82,March of Empires: War of Lords,331561,10.0,3,0.3,0.6,0.0,GAME STRATEGY,187712,43663,22820,13795,63568,56.62,13.17,6.88,4.16,19.17,False
1508,83,Chess Rush,331178,5.0,3,0.5,1.0,0.0,GAME STRATEGY,190352,35496,22340,15112,67875,57.48,10.72,6.75,4.56,20.5,False
1509,84,War and Magic: Kingdom Reborn,330020,5.0,4,0.6,1.2,0.0,GAME STRATEGY,204234,51551,18934,7902,47396,61.89,15.62,5.74,2.39,14.36,False
1510,85,Supermarket Mania Journey,324991,10.0,4,0.7,1.6,0.0,GAME STRATEGY,214459,52688,31882,10897,15062,65.99,16.21,9.81,3.35,4.63,False
1511,86,War Heroes: Strategy Card Game for Free,319868,10.0,4,0.1,0.3,0.0,GAME STRATEGY,233685,22290,15190,9040,39660,73.06,6.97,4.75,2.83,12.4,False
1512,87,TRANSFORMERS: Earth Wars,318917,10.0,4,0.4,0.8,0.0,GAME STRATEGY,230933,39731,14966,7652,25632,72.41,12.46,4.69,2.4,8.04,False
1513,88,Art of War 3: PvP RTS modern warfare strategy game,318209,10.0,4,1.1,2.4,0.0,GAME STRATEGY,250224,25778,13297,6409,22498,78.64,8.1,4.18,2.01,7.07,False
1514,89,Train Station 2: Railroad Tycoon & Train Simulator,308480,10.0,4,4.2,9.5,0.0,GAME STRATEGY,213598,54991,19626,7023,13240,69.24,17.83,6.36,2.28,4.29,False
1515,90,Defender II,305701,10.0,4,0.0,0.0,0.0,GAME STRATEGY,197476,38262,22343,10982,36636,64.6,12.52,7.31,3.59,11.98,False
1516,91,Stormfall: Rise of Balur,297722,10.0,4,0.0,0.1,0.0,GAME STRATEGY,190869,41354,20387,9399,35710,64.11,13.89,6.85,3.16,11.99,False
1517,92,Zombie Defense,293059,10.0,4,0.1,490.9,0.0,GAME STRATEGY,203722,40179,20334,7460,21362,69.52,13.71,6.94,2.55,7.29,False
1518,93,Grepolis - Divine Strategy MMO,289334,5.0,4,0.1,0.2,0.0,GAME STRATEGY,179988,58617,19476,8269,22981,62.21,20.26,6.73,2.86,7.94,False
1519,94,Venom Angry Crashy Rush Online,285623,10.0,4,0.3,0.6,0.0,GAME STRATEGY,200973,25295,15672,9782,33899,70.36,8.86,5.49,3.42,11.87,False
1520,95,Castle Clash: Batalha de Guildas,280494,1.0,4,0.1,0.3,0.0,GAME STRATEGY,209506,23609,14537,5804,27036,74.69,8.42,5.18,2.07,9.64,False
1521,96,The Walking Dead: Survivors,278920,5.0,4,61.7,0.0,0.0,GAME STRATEGY,218262,37400,13806,3115,6334,78.25,13.41,4.95,1.12,2.27,False
1522,97,城堡爭霸 - 聯盟霸業,276534,1.0,4,0.0,0.1,0.0,GAME STRATEGY,224905,19994,9987,3809,17836,81.33,7.23,3.61,1.38,6.45,False
1523,98,Kiss of War,274882,5.0,4,2.9,7.7,0.0,GAME STRATEGY,223344,23286,10822,4325,13103,81.25,8.47,3.94,1.57,4.77,False
1524,99,Conquerors: Golden Age,272243,10.0,3,0.4,1.2,0.0,GAME STRATEGY,170316,12438,9587,6677,73223,62.56,4.57,3.52,2.45,26.9,False
1525,100,Iron Desert - Fire Storm,272201,5.0,4,0.0,0.0,0.0,GAME STRATEGY,191275,34133,16626,7165,23000,70.27,12.54,6.11,2.63,8.45,False
1526,1,Trivia Crack,7334155,100.0,4,0.4,0.8,0.0,GAME TRIVIA,4938889,1123053,442298,187183,642730,67.34,15.31,6.03,2.55,8.76,False
1527,2,Brain Test: Tricky Puzzles,4145089,100.0,4,1329.5,3.9,0.0,GAME TRIVIA,3257745,500071,128569,58420,200281,78.59,12.06,3.1,1.41,4.83,False
1528,3,"94% - Quiz, Trivia & Logic",2614691,10.0,4,0.0,0.1,0.0,GAME TRIVIA,1793644,502914,188160,46183,83787,68.6,19.23,7.2,1.77,3.2,False
1529,4,Logo Quiz,1183690,50.0,4,0.0,0.0,0.0,GAME TRIVIA,782536,200566,91641,35146,73798,66.11,16.94,7.74,2.97,6.23,False
1530,5,Who is? Brain Teaser & Tricky Riddles,1098826,10.0,4,4.8,12.0,0.0,GAME TRIVIA,849618,127466,39973,19883,61883,77.32,11.6,3.64,1.81,5.63,False
1531,6,Brain Test 2: Tricky Stories,837271,10.0,4,4.9,9.3,0.0,GAME TRIVIA,657949,100330,27744,11337,39908,78.58,11.98,3.31,1.35,4.77,False
1532,7,Free Trivia Game. Questions & Answers. QuizzLand.,688137,10.0,4,2.7,6.3,0.0,GAME TRIVIA,599123,45187,15423,7552,20849,87.06,6.57,2.24,1.1,3.03,False
1533,8,Tricky Test 2™: Genius Brain?,649922,10.0,4,0.0,0.1,0.0,GAME TRIVIA,559733,39931,17721,8106,24428,86.12,6.14,2.73,1.25,3.76,False
1534,9,Quiz: Logo game,423164,10.0,4,995.6,0.5,0.0,GAME TRIVIA,265001,75368,36981,15446,30364,62.62,17.81,8.74,3.65,7.18,False
1535,10,TVSMILES - Quiz and Prizes,406864,1.0,4,0.0,0.0,0.0,GAME TRIVIA,292046,61432,25546,7248,20589,71.78,15.1,6.28,1.78,5.06,False
1536,11,فطحل العرب - لعبة معلومات عامة,379611,5.0,4,0.3,0.6,0.0,GAME TRIVIA,310072,33669,17359,5129,13379,81.68,8.87,4.57,1.35,3.52,False
1537,12,Gartic,357020,10.0,4,69928.5,1.6,0.0,GAME TRIVIA,230895,52861,25746,10562,36953,64.67,14.81,7.21,2.96,10.35,False
1538,13,Trivia Crack 2,344975,10.0,4,1.4,2.8,0.0,GAME TRIVIA,235266,57540,20735,8377,23054,68.2,16.68,6.01,2.43,6.68,False
1539,14,94 Degrees: fun trivia quiz,334779,10.0,4,0.0,0.0,0.0,GAME TRIVIA,195219,69220,29656,12503,28179,58.31,20.68,8.86,3.73,8.42,False
1540,15,Quizdom - Trivia more than logo quiz!,330992,10.0,4,0.0,0.0,0.0,GAME TRIVIA,242869,28097,16707,7814,35503,73.38,8.49,5.05,2.36,10.73,False
1541,16,Think,289425,5.0,4,0.1,0.3,0.0,GAME TRIVIA,165966,89531,24385,3626,5914,57.34,30.93,8.43,1.25,2.04,False
1542,17,Fight List - Categories Game,282642,10.0,3,0.1,0.3,0.0,GAME TRIVIA,139977,55995,27747,17549,41371,49.53,19.81,9.82,6.21,14.64,False
1543,18,모두의 퀴즈 - 사진연상 단어,279589,1.0,4,0.0,0.1,0.0,GAME TRIVIA,188748,52259,24863,4386,9331,67.51,18.69,8.89,1.57,3.34,False
1544,19,I Know Stuff : trivia quiz,216643,10.0,4,0.0,0.0,0.0,GAME TRIVIA,154643,26117,15302,5847,14732,71.38,12.06,7.06,2.7,6.8,False
1545,20,Who Wants to Be a Millionaire? Trivia & Quiz Game,211433,10.0,4,1.4,2.8,0.0,GAME TRIVIA,139578,35991,14066,6178,15616,66.02,17.02,6.65,2.92,7.39,False
1546,21,World Geography - Quiz Game,189577,10.0,4,0.5,1.3,0.0,GAME TRIVIA,136572,37927,7274,2381,5421,72.04,20.01,3.84,1.26,2.86,False
1547,22,Guess The Brand - Logo Mania,181338,10.0,4,0.0,0.0,0.0,GAME TRIVIA,118311,29600,14815,4971,13639,65.24,16.32,8.17,2.74,7.52,False
1548,23,Millionaire 2021 - Free Trivia Quiz Offline Game,172772,10.0,4,6.7,16.9,0.0,GAME TRIVIA,121153,22621,9172,5335,14488,70.12,13.09,5.31,3.09,8.39,False
1549,24,ปริศนาฟ้าแลบ,172586,10.0,4,0.0,0.0,0.0,GAME TRIVIA,119604,23373,13270,6435,9902,69.3,13.54,7.69,3.73,5.74,False
1550,25,Guess The Song - Music Quiz,169372,10.0,4,0.0,0.0,0.0,GAME TRIVIA,117777,24617,11618,3899,11458,69.54,14.53,6.86,2.3,6.77,False
1551,26,حلها واحتلها - لعبة كلمة السر,166714,1.0,4,1.8,3.9,0.0,GAME TRIVIA,147906,7246,4950,2017,4592,88.72,4.35,2.97,1.21,2.75,False
1552,27,Can you escape the 100 room IV,166160,5.0,4,1.2,2.4,0.0,GAME TRIVIA,117768,29132,11301,2815,5141,70.88,17.53,6.8,1.69,3.09,False
1553,28,Logo Game: Guess Brand Quiz,166022,10.0,4,0.2,0.4,0.0,GAME TRIVIA,98721,21044,15401,8503,22350,59.46,12.68,9.28,5.12,13.46,False
1554,29,A4 Wheel of fortune,163509,5.0,4,1.1,2.5,0.0,GAME TRIVIA,127718,9963,4952,2919,17955,78.11,6.09,3.03,1.79,10.98,False
1555,30,Color Mania Quiz - Guess the logo game,163390,1.0,4,0.0,0.0,0.0,GAME TRIVIA,137315,9324,6925,2488,7335,84.04,5.71,4.24,1.52,4.49,False
1556,31,TTS Lontong,157252,5.0,4,0.0,0.1,0.0,GAME TRIVIA,108158,19571,11615,4656,13250,68.78,12.45,7.39,2.96,8.43,False
1557,32,Интеллект-баттл,155287,5.0,4,0.4,0.7,0.0,GAME TRIVIA,112167,19274,7592,3761,12490,72.23,12.41,4.89,2.42,8.04,False
1558,33,Jeopardy!® Trivia Quiz Game Show,152329,1.0,4,0.4,0.9,0.0,GAME TRIVIA,96618,31508,11662,4834,7705,63.43,20.68,7.66,3.17,5.06,False
1559,34,Scratch Logo Quiz. Challenging brain puzzle,152275,10.0,3,0.0,0.0,0.0,GAME TRIVIA,74829,18205,16867,8518,33854,49.14,11.96,11.08,5.59,22.23,False
1560,35,Spin of Fortune - Quiz,151512,10.0,4,0.3,0.8,0.0,GAME TRIVIA,101790,20627,10902,4892,13299,67.18,13.61,7.2,3.23,8.78,False
1561,36,"100 PICS Quiz - Guess Trivia, Logo & Picture Games",148685,10.0,4,0.0,0.1,0.0,GAME TRIVIA,98320,22627,10278,4849,12608,66.13,15.22,6.91,3.26,8.48,False
1562,37,General Knowledge Quiz,143211,5.0,4,0.0,0.0,0.0,GAME TRIVIA,91487,28262,11460,3963,8036,63.88,19.73,8.0,2.77,5.61,False
1563,38,Food Quiz,142859,10.0,4,0.0,0.0,0.0,GAME TRIVIA,92830,17284,10837,5878,16027,64.98,12.1,7.59,4.11,11.22,False
1564,39,TRIVIA STAR - Free Trivia Games Offline App,134845,5.0,4,9.2,22.3,0.0,GAME TRIVIA,121513,7113,2095,1062,3059,90.12,5.28,1.55,0.79,2.27,False
1565,40,Trivia Survival 100,130488,1.0,4,0.0,0.0,0.0,GAME TRIVIA,91988,14909,7949,3029,12609,70.5,11.43,6.09,2.32,9.66,False
1566,41,Adivina la Canción,124963,5.0,3,0.1,0.3,0.0,GAME TRIVIA,73341,15419,11944,5991,18265,58.69,12.34,9.56,4.79,14.62,False
1567,42,Nope Quiz,120834,1.0,4,0.0,0.0,0.0,GAME TRIVIA,85619,16288,6771,2856,9297,70.86,13.48,5.6,2.36,7.69,False
1568,43,Free RBX Master,116248,0.5,4,2.7,8.1,0.0,GAME TRIVIA,84945,7865,4824,2342,16269,73.07,6.77,4.15,2.01,14.0,False
1569,44,Вращайте барабан,115459,10.0,4,1.8,3.9,0.0,GAME TRIVIA,89613,12485,5377,2266,5715,77.62,10.81,4.66,1.96,4.95,False
1570,45,Genius Quiz - Smart Brain Trivia Game,115024,5.0,4,2391.1,0.0,0.0,GAME TRIVIA,83883,12372,6365,2165,10237,72.93,10.76,5.53,1.88,8.9,False
1571,46,Richman 4 fun,114009,1.0,3,0.0,0.1,0.0,GAME TRIVIA,57009,13840,11204,5312,26642,50.0,12.14,9.83,4.66,23.37,False
1572,47,Who Becomes Rich,113934,5.0,3,185.9,0.3,0.0,GAME TRIVIA,54008,28525,12990,7682,10725,47.4,25.04,11.4,6.74,9.41,False
1573,48,Trick Me: Logical Brain Teasers Puzzle,111963,5.0,4,1.4,3.0,0.0,GAME TRIVIA,76183,14445,9849,3788,7696,68.04,12.9,8.8,3.38,6.87,False
1574,49,TRIVIA 360: Single-player & Multiplayer quiz game,109743,5.0,4,0.5,1.2,0.0,GAME TRIVIA,66254,28161,8615,2413,4297,60.37,25.66,7.85,2.2,3.92,False
1575,50,Quiz Of Kings,107915,1.0,4,3.0,7.1,0.0,GAME TRIVIA,84991,8110,4065,2072,8675,78.76,7.52,3.77,1.92,8.04,False
1576,51,sameQuizy,107674,1.0,4,0.2,0.4,0.0,GAME TRIVIA,68905,19658,8051,3286,7771,64.0,18.26,7.48,3.05,7.22,False
1577,52,"Live Quiz Games App, Trivia & Gaming App for Money",106920,10.0,3,0.0,0.0,0.0,GAME TRIVIA,53824,8887,5436,3650,35121,50.34,8.31,5.08,3.41,32.85,False
1578,53,MEGA QUIZ GAMING 2021 - Guess the game Trivia,98012,1.0,3,0.0,0.0,0.0,GAME TRIVIA,46788,24667,11345,4424,10785,47.74,25.17,11.58,4.51,11.0,False
1579,54,Would You Rather? The Game,96670,5.0,3,1.3,2.1,0.0,GAME TRIVIA,49679,10309,8727,4675,23277,51.39,10.66,9.03,4.84,24.08,False
1580,55,Guess The Movie ®,94777,1.0,3,0.1,0.3,0.0,GAME TRIVIA,31828,18525,15729,9987,18705,33.58,19.55,16.6,10.54,19.74,False
1581,56,Pluck It: hairs and emotions,86335,0.5,4,1.1,2.3,0.0,GAME TRIVIA,72958,6777,1971,1139,3487,84.51,7.85,2.28,1.32,4.04,False
1582,57,A Journey Towards Jesus,82509,1.0,4,0.3,0.8,0.0,GAME TRIVIA,69752,8274,2295,608,1577,84.54,10.03,2.78,0.74,1.91,False
1583,58,УГАДАЙ БЛОГЕРА,77624,1.0,4,0.0,0.1,0.0,GAME TRIVIA,70298,2451,1265,717,2890,90.57,3.16,1.63,0.92,3.72,False
1584,59,96%: Family Quiz,77391,1.0,4,0.0,0.0,0.0,GAME TRIVIA,46468,15506,6715,2504,6196,60.04,20.04,8.68,3.24,8.01,False
1585,60,"Эврика! Логические Задачи, Игры и Головоломки",76857,1.0,4,0.1,0.1,0.0,GAME TRIVIA,55447,12867,2797,1049,4695,72.14,16.74,3.64,1.36,6.11,False
1586,61,"Stupid test: moron test, idiotest. IQ bored games",76445,1.0,4,0.5,1.1,0.0,GAME TRIVIA,47739,8784,4895,2592,12433,62.45,11.49,6.4,3.39,16.26,False
1587,62,Trivia Crack Adventure,75729,5.0,4,9.1,25.6,0.0,GAME TRIVIA,49778,13930,5241,2208,4569,65.73,18.4,6.92,2.92,6.03,False
1588,63,Trivia Crack (No Ads),75712,0.5,4,0.7,1.4,1.99,GAME TRIVIA,56454,12628,3284,1088,2256,74.57,16.68,4.34,1.44,2.98,True
1589,64,Guess Their Answer,75135,5.0,4,41.3,235.8,0.0,GAME TRIVIA,45559,12199,6161,3189,8025,60.64,16.24,8.2,4.24,10.68,False
1590,65,New QuizDuel!,72097,1.0,3,28062.9,9.8,0.0,GAME TRIVIA,28045,12708,3730,3681,23930,38.9,17.63,5.17,5.11,33.19,False
1591,66,Quiz World: Play and Win Everyday!,67251,1.0,4,78.6,157.2,0.0,GAME TRIVIA,52444,3270,2133,1286,8115,77.99,4.86,3.17,1.91,12.07,False
1592,67,Picture Quiz: Logos,66599,10.0,4,0.1,0.1,0.0,GAME TRIVIA,44206,15727,4436,799,1428,66.38,23.62,6.66,1.2,2.14,False
1593,68,I Know the Cartoon,65681,5.0,4,0.0,0.0,0.0,GAME TRIVIA,41290,8609,5553,1967,8260,62.87,13.11,8.45,2.99,12.58,False
1594,69,Quiz - Offline Games,65504,5.0,4,3.4,7.4,0.0,GAME TRIVIA,42321,11158,5329,1793,4901,64.61,17.03,8.14,2.74,7.48,False
1595,70,Atriviate (Online Trivia),64624,5.0,3,0.0,0.1,0.0,GAME TRIVIA,24061,16120,9210,4560,10670,37.23,24.95,14.25,7.06,16.51,False
1596,71,"Logo Test: World Brands Quiz, Guess Trivia Game",62720,1.0,4,8.6,22.9,0.0,GAME TRIVIA,45054,8178,4563,1465,3458,71.84,13.04,7.28,2.34,5.51,False
1597,72,"Gartic.io - Draw, Guess, WIN",62009,5.0,3,1.7,4.0,0.0,GAME TRIVIA,32499,9654,6416,3396,10041,52.41,15.57,10.35,5.48,16.19,False
1598,73,Truth or Dare,61000,1.0,4,1.0,2.5,0.0,GAME TRIVIA,44911,7894,2864,1337,3992,73.63,12.94,4.7,2.19,6.54,False
1599,74,BFF Friendship Test,60074,10.0,4,0.8,1.9,0.0,GAME TRIVIA,39186,7122,4624,2447,6692,65.23,11.86,7.7,4.07,11.14,False
1600,75,Eu Sei a Música,57663,1.0,4,0.0,0.1,0.0,GAME TRIVIA,35727,8353,4790,2305,6486,61.96,14.49,8.31,4.0,11.25,False
1601,76,Se como Jose,57326,1.0,4,0.5,1.2,0.0,GAME TRIVIA,43019,4258,2199,1249,6598,75.05,7.43,3.84,2.18,11.51,False
1602,77,فكر ـ Think,56774,0.1,4,0.0,0.0,0.0,GAME TRIVIA,50520,2542,1988,445,1276,88.99,4.48,3.5,0.78,2.25,False
1603,78,TopQuiz -Play Quiz & Lottery | Win Money via Paytm,55313,1.0,3,0.2,0.5,0.0,GAME TRIVIA,24360,4660,2947,2499,20844,44.04,8.43,5.33,4.52,37.69,False
1604,79,101 Pics: Photo Quiz,54183,5.0,4,0.5,1.4,0.0,GAME TRIVIA,41626,3708,2734,1491,4622,76.83,6.84,5.05,2.75,8.53,False
1605,80,Flags and Capitals of the World Quiz,51951,1.0,4,3914.8,0.6,0.0,GAME TRIVIA,35876,6791,3549,1463,4270,69.06,13.07,6.83,2.82,8.22,False
1606,81,¿Cuánto sabes de Primaria?,50815,10.0,3,0.0,0.0,0.0,GAME TRIVIA,25762,4974,5094,2567,12416,50.7,9.79,10.02,5.05,24.43,False
1607,82,לוגוטסט טריוויה: משחק הסמלים והמותגים הגדול בישראל,50002,0.5,4,0.3,0.7,0.0,GAME TRIVIA,41823,4249,1669,589,1669,83.65,8.5,3.34,1.18,3.34,False
1608,83,Cars Logo Quiz HD,49748,5.0,4,0.1,0.2,0.0,GAME TRIVIA,31389,6665,4407,2148,5136,63.1,13.4,8.86,4.32,10.32,False
1609,84,Flags of All Countries of the World: Guess-Quiz,48813,5.0,4,1.1,2.3,0.0,GAME TRIVIA,32011,7057,3881,2000,3862,65.58,14.46,7.95,4.1,7.91,False
1610,85,90's Quiz Game,47912,0.5,4,0.0,0.0,0.0,GAME TRIVIA,40057,4661,2300,347,545,83.61,9.73,4.8,0.72,1.14,False
